,Date,Visitor,HG,Home,AG,winner
0,2015-10-07,Vancouver Canucks,5,Calgary Flames,1,0
1,2015-10-07,New York Rangers,3,Chicago Blackhawks,2,0
2,2015-10-07,San Jose Sharks,5,Los Angeles Kings,1,0
3,2015-10-07,Montreal Canadiens,3,Toronto Maple Leafs,1,0
4,2015-10-08,Winnipeg Jets,6,Boston Bruins,2,0
5,2015-10-08,Ottawa Senators,3,Buffalo Sabres,1,0
6,2015-10-08,Minnesota Wild,5,Colorado Avalanche,4,0
7,2015-10-08,Pittsburgh Penguins,0,Dallas Stars,3,1
8,2015-10-08,Carolina Hurricanes,1,Nashville Predators,2,1
9,2015-10-08,Edmonton Oilers,1,St. Louis Blues,3,1
10,2015-10-08,Philadelphia Flyers,2,Tampa Bay Lightning,3,1
11,2015-10-09,New York Rangers,4,Columbus Blue Jackets,2,0
12,2015-10-09,Toronto Maple Leafs,0,Detroit Red Wings,4,1
13,2015-10-09,Arizona Coyotes,4,Los Angeles Kings,1,0
14,2015-10-09,Winnipeg Jets,3,New Jersey Devils,1,0
15,2015-10-09,Chicago Blackhawks,3,New York Islanders,2,0
16,2015-10-10,Pittsburgh Penguins,1,Arizona Coyotes,2,1
17,2015-10-10,Montreal Canadiens,4,Boston Bruins,2,0
18,2015-10-10,Tampa Bay Lightning,4,Buffalo Sabres,1,0
19,2015-10-10,Detroit Red Wings,4,Carolina Hurricanes,3,0
20,2015-10-10,New York Islanders,1,Chicago Blackhawks,4,1
21,2015-10-10,Dallas Stars,3,Colorado Avalanche,6,1
22,2015-10-10,Philadelphia Flyers,1,Florida Panthers,7,1
23,2015-10-10,St. Louis Blues,2,Minnesota Wild,3,1
24,2015-10-10,Edmonton Oilers,0,Nashville Predators,2,1
25,2015-10-10,Columbus Blue Jackets,2,New York Rangers,5,1
26,2015-10-10,Anaheim Ducks,0,San Jose Sharks,2,1
27,2015-10-10,Ottawa Senators,5,Toronto Maple Leafs,4,0
28,2015-10-10,Calgary Flames,3,Vancouver Canucks,2,0
29,2015-10-10,New Jersey Devils,3,Washington Capitals,5,1
30,2015-10-11,Montreal Canadiens,3,Ottawa Senators,1,0
31,2015-10-12,Vancouver Canucks,2,Anaheim Ducks,1,0
32,2015-10-12,Tampa Bay Lightning,6,Boston Bruins,3,0
33,2015-10-12,Columbus Blue Jackets,2,Buffalo Sabres,4,1
34,2015-10-12,Winnipeg Jets,2,New York Islanders,4,1
35,2015-10-12,Florida Panthers,0,Philadelphia Flyers,1,1
36,2015-10-13,Florida Panthers,4,Carolina Hurricanes,1,0
37,2015-10-13,St. Louis Blues,4,Calgary Flames,3,0
38,2015-10-13,Edmonton Oilers,2,Dallas Stars,4,1
39,2015-10-13,Tampa Bay Lightning,1,Detroit Red Wings,3,1
40,2015-10-13,Vancouver Canucks,3,Los Angeles Kings,0,0
41,2015-10-13,Nashville Predators,3,New Jersey Devils,1,0
42,2015-10-13,Winnipeg Jets,4,New York Rangers,1,0
43,2015-10-13,Montreal Canadiens,3,Pittsburgh Penguins,2,0
44,2015-10-13,San Jose Sharks,5,Washington Capitals,0,0
45,2015-10-14,Arizona Coyotes,4,Anaheim Ducks,0,0
46,2015-10-14,Ottawa Senators,7,Columbus Blue Jackets,3,0
47,2015-10-14,Boston Bruins,6,Colorado Avalanche,2,0
48,2015-10-14,Chicago Blackhawks,0,Philadelphia Flyers,3,1
49,2015-10-15,Minnesota Wild,4,Arizona Coyotes,3,0
50,2015-10-15,St. Louis Blues,4,Edmonton Oilers,2,0
51,2015-10-15,Buffalo Sabres,2,Florida Panthers,3,1
52,2015-10-15,New York Rangers,0,Montreal Canadiens,3,1
53,2015-10-15,Nashville Predators,3,New York Islanders,4,1
54,2015-10-15,Ottawa Senators,0,Pittsburgh Penguins,2,1
55,2015-10-15,Dallas Stars,5,Tampa Bay Lightning,3,0
56,2015-10-15,Chicago Blackhawks,1,Washington Capitals,4,1
57,2015-10-16,Colorado Avalanche,3,Anaheim Ducks,0,0
58,2015-10-16,Toronto Maple Leafs,6,Columbus Blue Jackets,3,0
59,2015-10-16,Carolina Hurricanes,5,Detroit Red Wings,3,0
60,2015-10-16,Minnesota Wild,1,Los Angeles Kings,2,1
61,2015-10-16,San Jose Sharks,2,New Jersey Devils,1,0
62,2015-10-16,St. Louis Blues,4,Vancouver Canucks,3,0
63,2015-10-16,Calgary Flames,1,Winnipeg Jets,3,1
64,2015-10-17,Boston Bruins,5,Arizona Coyotes,3,0
65,2015-10-17,Edmonton Oilers,5,Calgary Flames,2,0
66,2015-10-17,Columbus Blue Jackets,1,Chicago Blackhawks,4,1
67,2015-10-17,Dallas Stars,4,Florida Panthers,2,0
68,2015-10-17,Detroit Red Wings,1,Montreal Canadiens,4,1
69,2015-10-17,San Jose Sharks,3,New York Islanders,6,1
70,2015-10-17,Nashville Predators,4,Ottawa Senators,3,0
71,2015-10-17,Toronto Maple Leafs,1,Pittsburgh Penguins,2,1
72,2015-10-17,Buffalo Sabres,1,Tampa Bay Lightning,2,1
73,2015-10-17,Carolina Hurricanes,1,Washington Capitals,4,1
74,2015-10-18,Minnesota Wild,1,Anaheim Ducks,4,1
75,2015-10-18,Colorado Avalanche,1,Los Angeles Kings,2,1
76,2015-10-18,New Jersey Devils,2,New York Rangers,1,0
77,2015-10-18,Edmonton Oilers,2,Vancouver Canucks,1,0
78,2015-10-18,St. Louis Blues,4,Winnipeg Jets,2,0
79,2015-10-19,San Jose Sharks,0,New York Rangers,4,1
80,2015-10-20,New York Islanders,4,Columbus Blue Jackets,0,0
81,2015-10-20,Washington Capitals,6,Calgary Flames,2,0
82,2015-10-20,St. Louis Blues,0,Montreal Canadiens,3,1
83,2015-10-20,Arizona Coyotes,2,New Jersey Devils,3,1
84,2015-10-20,Tampa Bay Lightning,4,Nashville Predators,5,1
85,2015-10-20,Dallas Stars,2,Philadelphia Flyers,1,0
86,2015-10-20,Florida Panthers,2,Pittsburgh Penguins,3,1
87,2015-10-21,Philadelphia Flyers,5,Boston Bruins,4,0
88,2015-10-21,Toronto Maple Leafs,1,Buffalo Sabres,2,1
89,2015-10-21,Carolina Hurricanes,1,Colorado Avalanche,0,0
90,2015-10-21,Detroit Red Wings,1,Edmonton Oilers,3,1
91,2015-10-22,Florida Panthers,2,Chicago Blackhawks,3,1
92,2015-10-22,Columbus Blue Jackets,2,Minnesota Wild,3,1
93,2015-10-22,Anaheim Ducks,1,Nashville Predators,5,1
94,2015-10-22,Arizona Coyotes,1,New York Rangers,4,1
95,2015-10-22,New Jersey Devils,5,Ottawa Senators,4,0
96,2015-10-22,Dallas Stars,4,Pittsburgh Penguins,1,0
97,2015-10-22,Los Angeles Kings,4,San Jose Sharks,1,0
98,2015-10-22,Washington Capitals,3,Vancouver Canucks,2,0
99,2015-10-23,Montreal Canadiens,7,Buffalo Sabres,2,0
100,2015-10-23,Detroit Red Wings,2,Calgary Flames,3,1
101,2015-10-23,Washington Capitals,7,Edmonton Oilers,4,0
102,2015-10-23,Carolina Hurricanes,0,Los Angeles Kings,3,1
103,2015-10-23,Boston Bruins,5,New York Islanders,3,0
104,2015-10-23,Tampa Bay Lightning,4,Winnipeg Jets,3,0
105,2015-10-24,New Jersey Devils,4,Buffalo Sabres,3,0
106,2015-10-24,Tampa Bay Lightning,0,Chicago Blackhawks,1,1
107,2015-10-24,Columbus Blue Jackets,4,Colorado Avalanche,3,0
108,2015-10-24,Florida Panthers,6,Dallas Stars,2,0
109,2015-10-24,Anaheim Ducks,0,Minnesota Wild,3,1
110,2015-10-24,Toronto Maple Leafs,3,Montreal Canadiens,5,1
111,2015-10-24,Pittsburgh Penguins,2,Nashville Predators,1,0
112,2015-10-24,Arizona Coyotes,4,Ottawa Senators,1,0
113,2015-10-24,New York Rangers,2,Philadelphia Flyers,3,1
114,2015-10-24,Carolina Hurricanes,2,San Jose Sharks,5,1
115,2015-10-24,New York Islanders,3,St. Louis Blues,2,0
116,2015-10-24,Detroit Red Wings,3,Vancouver Canucks,2,0
117,2015-10-25,Los Angeles Kings,3,Edmonton Oilers,2,0
118,2015-10-25,Calgary Flames,1,New York Rangers,4,1
119,2015-10-25,Minnesota Wild,4,Winnipeg Jets,5,1
120,2015-10-26,Anaheim Ducks,0,Chicago Blackhawks,1,1
121,2015-10-26,Calgary Flames,0,New York Islanders,4,1
122,2015-10-26,Arizona Coyotes,4,Toronto Maple Leafs,3,0
123,2015-10-27,Arizona Coyotes,0,Boston Bruins,6,1
124,2015-10-27,Anaheim Ducks,3,Dallas Stars,4,1
125,2015-10-27,Carolina Hurricanes,3,Detroit Red Wings,1,0
126,2015-10-27,Colorado Avalanche,1,Florida Panthers,4,1
127,2015-10-27,Edmonton Oilers,3,Minnesota Wild,4,1
128,2015-10-27,Columbus Blue Jackets,3,New Jersey Devils,1,0
129,2015-10-27,Buffalo Sabres,4,Philadelphia Flyers,3,0
130,2015-10-27,Tampa Bay Lightning,0,St. Louis Blues,2,1
131,2015-10-27,Montreal Canadiens,1,Vancouver Canucks,5,1
132,2015-10-27,Los Angeles Kings,4,Winnipeg Jets,1,0
133,2015-10-28,Calgary Flames,4,Ottawa Senators,5,1
134,2015-10-28,Nashville Predators,2,San Jose Sharks,1,0
135,2015-10-28,Pittsburgh Penguins,3,Washington Capitals,1,0
136,2015-10-29,Vancouver Canucks,3,Dallas Stars,4,1
137,2015-10-29,Montreal Canadiens,3,Edmonton Oilers,4,1
138,2015-10-29,Carolina Hurricanes,3,New York Islanders,2,0
139,2015-10-29,New Jersey Devils,4,Philadelphia Flyers,1,0
140,2015-10-29,Buffalo Sabres,3,Pittsburgh Penguins,4,1
141,2015-10-29,Anaheim Ducks,1,St. Louis Blues,2,1
142,2015-10-29,Colorado Avalanche,2,Tampa Bay Lightning,1,0
143,2015-10-29,Chicago Blackhawks,1,Winnipeg Jets,3,1
144,2015-10-30,Vancouver Canucks,4,Arizona Coyotes,3,0
145,2015-10-30,Philadelphia Flyers,1,Buffalo Sabres,3,1
146,2015-10-30,Colorado Avalanche,2,Carolina Hurricanes,3,1
147,2015-10-30,Montreal Canadiens,6,Calgary Flames,2,0
148,2015-10-30,Ottawa Senators,3,Detroit Red Wings,1,0
149,2015-10-30,Boston Bruins,3,Florida Panthers,1,0
150,2015-10-30,Chicago Blackhawks,4,Minnesota Wild,5,1
151,2015-10-30,Toronto Maple Leafs,1,New York Rangers,3,1
152,2015-10-30,Columbus Blue Jackets,1,Washington Capitals,2,1
153,2015-10-31,Winnipeg Jets,3,Columbus Blue Jackets,2,0
154,2015-10-31,San Jose Sharks,3,Dallas Stars,5,1
155,2015-10-31,Calgary Flames,5,Edmonton Oilers,4,0
156,2015-10-31,Washington Capitals,2,Florida Panthers,1,0
157,2015-10-31,Nashville Predators,3,Los Angeles Kings,4,1
158,2015-10-31,New York Islanders,2,New Jersey Devils,3,1
159,2015-10-31,Detroit Red Wings,5,Ottawa Senators,3,0
160,2015-10-31,Minnesota Wild,2,St. Louis Blues,3,1
161,2015-10-31,Boston Bruins,3,Tampa Bay Lightning,1,0
162,2015-10-31,Pittsburgh Penguins,4,Toronto Maple Leafs,0,0
163,2015-11-01,Nashville Predators,2,Anaheim Ducks,4,1
164,2015-11-01,Tampa Bay Lightning,4,Carolina Hurricanes,3,0
165,2015-11-01,San Jose Sharks,4,Colorado Avalanche,3,0
166,2015-11-01,Winnipeg Jets,1,Montreal Canadiens,5,1
167,2015-11-01,Buffalo Sabres,2,New York Islanders,1,0
168,2015-11-02,Los Angeles Kings,2,Chicago Blackhawks,4,1
169,2015-11-02,Dallas Stars,1,Toronto Maple Leafs,4,1
170,2015-11-02,Philadelphia Flyers,1,Vancouver Canucks,4,1
171,2015-11-03,Dallas Stars,5,Boston Bruins,3,0
172,2015-11-03,Calgary Flames,3,Colorado Avalanche,6,1
173,2015-11-03,Tampa Bay Lightning,1,Detroit Red Wings,2,1
174,2015-11-03,Philadelphia Flyers,2,Edmonton Oilers,4,1
175,2015-11-03,Ottawa Senators,2,Montreal Canadiens,1,0
176,2015-11-03,New Jersey Devils,1,New York Islanders,2,1
177,2015-11-03,Washington Capitals,2,New York Rangers,5,1
178,2015-11-03,Columbus Blue Jackets,5,San Jose Sharks,2,0
179,2015-11-03,Los Angeles Kings,3,St. Louis Blues,0,0
180,2015-11-04,Florida Panthers,2,Anaheim Ducks,3,1
181,2015-11-04,St. Louis Blues,6,Chicago Blackhawks,5,0
182,2015-11-04,Winnipeg Jets,4,Toronto Maple Leafs,2,0
183,2015-11-04,Pittsburgh Penguins,3,Vancouver Canucks,2,0
184,2015-11-05,Colorado Avalanche,2,Arizona Coyotes,4,1
185,2015-11-05,Tampa Bay Lightning,4,Buffalo Sabres,1,0
186,2015-11-05,Philadelphia Flyers,1,Calgary Flames,2,1
187,2015-11-05,Columbus Blue Jackets,3,Los Angeles Kings,2,0
188,2015-11-05,Nashville Predators,3,Minnesota Wild,2,0
189,2015-11-05,New York Islanders,1,Montreal Canadiens,4,1
190,2015-11-05,Winnipeg Jets,2,Ottawa Senators,3,1
191,2015-11-05,Florida Panthers,2,San Jose Sharks,5,1
192,2015-11-05,Boston Bruins,1,Washington Capitals,4,1
193,2015-11-06,Columbus Blue Jackets,2,Anaheim Ducks,4,1
194,2015-11-06,Dallas Stars,4,Carolina Hurricanes,1,0
195,2015-11-06,New York Rangers,2,Colorado Avalanche,1,0
196,2015-11-06,Pittsburgh Penguins,2,Edmonton Oilers,1,0
197,2015-11-06,Chicago Blackhawks,2,New Jersey Devils,4,1
198,2015-11-06,Detroit Red Wings,2,Toronto Maple Leafs,1,0
199,2015-11-07,New York Rangers,4,Arizona Coyotes,1,0
200,2015-11-07,Vancouver Canucks,2,Buffalo Sabres,3,1
201,2015-11-07,Ottawa Senators,2,Carolina Hurricanes,3,1
202,2015-11-07,Pittsburgh Penguins,2,Calgary Flames,5,1
203,2015-11-07,Florida Panthers,1,Los Angeles Kings,4,1
204,2015-11-07,Tampa Bay Lightning,0,Minnesota Wild,1,1
205,2015-11-07,Boston Bruins,2,Montreal Canadiens,4,1
206,2015-11-07,St. Louis Blues,4,Nashville Predators,0,0
207,2015-11-07,Anaheim Ducks,1,San Jose Sharks,0,0
208,2015-11-07,Philadelphia Flyers,3,Winnipeg Jets,0,0
209,2015-11-07,Toronto Maple Leafs,2,Washington Capitals,3,1
210,2015-11-08,Edmonton Oilers,2,Chicago Blackhawks,4,1
211,2015-11-08,Dallas Stars,4,Detroit Red Wings,1,0
212,2015-11-08,Vancouver Canucks,3,New Jersey Devils,4,1
213,2015-11-08,Boston Bruins,2,New York Islanders,1,0
214,2015-11-09,Arizona Coyotes,4,Anaheim Ducks,3,0
215,2015-11-10,Vancouver Canucks,5,Columbus Blue Jackets,3,0
216,2015-11-10,Toronto Maple Leafs,3,Dallas Stars,2,0
217,2015-11-10,Washington Capitals,0,Detroit Red Wings,1,1
218,2015-11-10,Calgary Flames,3,Florida Panthers,4,1
219,2015-11-10,Arizona Coyotes,3,Los Angeles Kings,2,0
220,2015-11-10,Winnipeg Jets,3,Minnesota Wild,5,1
221,2015-11-10,St. Louis Blues,2,New Jersey Devils,0,0
222,2015-11-10,Ottawa Senators,5,Nashville Predators,7,1
223,2015-11-10,Carolina Hurricanes,0,New York Rangers,3,1
224,2015-11-10,Colorado Avalanche,4,Philadelphia Flyers,0,0
225,2015-11-10,New York Islanders,4,San Jose Sharks,2,0
226,2015-11-10,Buffalo Sabres,4,Tampa Bay Lightning,1,0
227,2015-11-11,Edmonton Oilers,4,Anaheim Ducks,3,0
228,2015-11-11,Montreal Canadiens,3,Pittsburgh Penguins,4,1
229,2015-11-12,Edmonton Oilers,1,Arizona Coyotes,4,1
230,2015-11-12,Colorado Avalanche,3,Boston Bruins,2,0
231,2015-11-12,Minnesota Wild,3,Carolina Hurricanes,2,0
232,2015-11-12,New Jersey Devils,3,Chicago Blackhawks,2,0
233,2015-11-12,Winnipeg Jets,3,Dallas Stars,6,1
234,2015-11-12,Buffalo Sabres,3,Florida Panthers,2,0
235,2015-11-12,New York Islanders,1,Los Angeles Kings,2,1
236,2015-11-12,Toronto Maple Leafs,2,Nashville Predators,1,0
237,2015-11-12,St. Louis Blues,3,New York Rangers,6,1
238,2015-11-12,Vancouver Canucks,2,Ottawa Senators,3,1
239,2015-11-12,Washington Capitals,5,Philadelphia Flyers,2,0
240,2015-11-12,Calgary Flames,1,Tampa Bay Lightning,3,1
