,Date,Visitor,HG,Home,AG,winner
814,2021-05-05,Dallas Stars,2,Tampa Bay Lightning,6,1
815,2021-05-06,New York Rangers,0,Boston Bruins,4,1
816,2021-05-06,Chicago Blackhawks,2,Carolina Hurricanes,1,0
817,2021-05-06,Vancouver Canucks,6,Edmonton Oilers,3,0
818,2021-05-06,New Jersey Devils,2,New York Islanders,1,0
819,2021-05-06,Buffalo Sabres,4,Pittsburgh Penguins,8,1
820,2021-05-06,Montreal Canadiens,2,Toronto Maple Leafs,5,1
821,2021-05-07,Detroit Red Wings,5,Columbus Blue Jackets,2,0
822,2021-05-07,Colorado Avalanche,3,Los Angeles Kings,2,0
823,2021-05-07,Anaheim Ducks,3,Minnesota Wild,4,1
824,2021-05-07,Arizona Coyotes,5,San Jose Sharks,2,0
825,2021-05-07,Dallas Stars,5,Tampa Bay Lightning,2,0
826,2021-05-07,St. Louis Blues,3,Vegas Golden Knights,4,1
827,2021-05-07,Philadelphia Flyers,4,Washington Capitals,2,0
828,2021-05-08,New York Rangers,5,Boston Bruins,4,0
829,2021-05-08,Detroit Red Wings,4,Columbus Blue Jackets,5,1
830,2021-05-08,Vancouver Canucks,3,Edmonton Oilers,4,1
831,2021-05-08,Tampa Bay Lightning,1,Florida Panthers,5,1
832,2021-05-08,Colorado Avalanche,3,Los Angeles Kings,2,0
833,2021-05-08,Anaheim Ducks,3,Minnesota Wild,4,1
834,2021-05-08,Carolina Hurricanes,1,Nashville Predators,3,1
835,2021-05-08,New Jersey Devils,1,New York Islanders,5,1
836,2021-05-08,Buffalo Sabres,0,Pittsburgh Penguins,1,1
837,2021-05-08,Arizona Coyotes,5,San Jose Sharks,4,0
838,2021-05-08,Montreal Canadiens,2,Toronto Maple Leafs,3,1
839,2021-05-08,St. Louis Blues,1,Vegas Golden Knights,4,1
840,2021-05-08,Ottawa Senators,4,Winnipeg Jets,2,0
841,2021-05-08,Philadelphia Flyers,1,Washington Capitals,2,1
842,2021-05-09,Ottawa Senators,1,Calgary Flames,6,1
843,2021-05-09,Dallas Stars,2,Chicago Blackhawks,4,1
844,2021-05-10,New York Islanders,2,Boston Bruins,3,1
845,2021-05-10,Dallas Stars,5,Chicago Blackhawks,4,0
846,2021-05-10,Tampa Bay Lightning,0,Florida Panthers,4,1
847,2021-05-10,St. Louis Blues,2,Los Angeles Kings,1,0
848,2021-05-10,Edmonton Oilers,4,Montreal Canadiens,3,0
849,2021-05-10,Carolina Hurricanes,0,Nashville Predators,5,1
850,2021-05-10,New Jersey Devils,2,Philadelphia Flyers,4,1
851,2021-05-10,Colorado Avalanche,2,Vegas Golden Knights,1,0
852,2021-05-10,Vancouver Canucks,3,Winnipeg Jets,1,0
853,2021-05-11,Vancouver Canucks,0,Winnipeg Jets,5,1
854,2021-05-11,Boston Bruins,1,Washington Capitals,2,1
855,2021-05-12,Los Angeles Kings,0,Colorado Avalanche,6,1
856,2021-05-12,Edmonton Oilers,4,Montreal Canadiens,3,0
857,2021-05-12,Toronto Maple Leafs,3,Ottawa Senators,4,1
858,2021-05-12,Vegas Golden Knights,6,San Jose Sharks,0,0
859,2021-05-12,Minnesota Wild,0,St. Louis Blues,4,1
860,2021-05-13,Vancouver Canucks,1,Calgary Flames,4,1
861,2021-05-13,Los Angeles Kings,1,Colorado Avalanche,5,1
862,2021-05-13,Minnesota Wild,3,St. Louis Blues,7,1
863,2021-05-14,Toronto Maple Leafs,2,Winnipeg Jets,4,1
864,2021-05-15,Vancouver Canucks,4,Edmonton Oilers,1,0
865,2021-05-16,Calgary Flames,6,Vancouver Canucks,5,0
866,2021-05-18,Calgary Flames,2,Vancouver Canucks,4,1
867,2021-05-19,Vancouver Canucks,2,Calgary Flames,6,1
